Pais;Ecoregion;Km total;Species;size;distance
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;10;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;5;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;9;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;100
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;6;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;15;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;8;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;16;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;6;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;17;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;20;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;240
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;30
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;30
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;45
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;100
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;4;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;7;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;4;35
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;9;80
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;45
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;5;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;7;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;6;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;50
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;6;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;15
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;35
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;30
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;10
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;30
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;35
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;35
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;50
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;25
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;50
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;40
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;0
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;3;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;70
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;4;20
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;35
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;45
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;55
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;30
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;2;60
India;Upper Gangetic Plains moist deciduous forests;177,5;Psittacula krameri;1;15
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;15
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;50
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;10;63
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;1;50
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;35
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;30
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;1;126
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;5;5
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;40
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;60
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;95
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;71
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;90
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;38
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;1;7
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;120
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;428
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;78
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;75
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;150
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;120
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;70
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;110
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;106
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;110
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;128
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;60
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;99
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;1;11
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;23
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;38
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;45
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;150
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;300
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;1;89
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;55
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;11;60
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;5;89
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;79
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;89
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;40
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;180
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;70
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;70
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;70
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;200
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;109
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;72
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;81
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;3;81
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;60
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;180
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;96
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;200
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;232
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;25
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;25
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;80
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;8;95
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;70
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;104
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;45
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;1;102
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;150
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;6;250
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;100
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;89
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;180
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;200
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;5
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;4;120
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;100
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;52
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;280
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;60
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;8;60
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;80
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;20
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;8;20
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;14;30
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;30
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;20
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;212
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;6;30
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;104
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;250
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;270
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;4;170
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;200
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;4;61
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;110
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;59
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;62
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;52
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;5;120
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;3;27
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;80
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;70
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;60
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;45
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;43
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;10
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;24;74
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;200
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;40
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;26
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;3;70
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;102
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;160
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;3;40
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;38
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;84
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;20
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;20
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;5;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;72
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;3;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;345
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;604
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;3;60
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;180
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;120
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;35
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;400
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;30
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;70
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;60
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;11;80
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;10
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;5
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;3;55
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;5;120
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;70
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;220
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;40
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;50
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;70
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;92
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;1;40
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;45
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;148
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;200
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;4;90
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;12;7
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;30
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;62
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;62
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;30
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;100
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;100
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;40
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;45
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;45
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;30
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;50
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;11;45
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;6;131
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;10
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;12;40
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;3;55
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;3;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;65
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;10
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;6;21
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;6;46
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;45
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;40
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;12
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;1;8
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;47
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;76
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;42
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;35
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;117
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;221
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;4;300
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;400
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;200
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;75
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;10;500
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;411
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;30
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;102
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;3;79
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;150
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;40
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;30
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;350
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;50
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;150
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;6;70
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;45
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;72
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;10
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;27
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;15
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;1;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;3;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Amazona autumnalis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;60
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;28
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;1;75
Panama;Isthmian-Atlantic moist forests;672,6;Amazona farinosa;2;20
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;15;56
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;4;22
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;10
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;4;22
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;4;64
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;24
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;75
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;5
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;10
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;7;100
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;2;80
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;85
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;0
Panama;Isthmian-Atlantic moist forests;672,6;Pionus menstruus;1;45
Panama;Isthmian-Atlantic moist forests;672,6;Brotogeris jugularis;2;0
